muleID,startTime,endTime,numberOfRuns,filesRead,dataVolume,documentCalls,loadDuration,getResultDuration
32,1734094376419,1734094560766,18,2330,2728395,3492,114155,68528
33,1734094376371,1734094560809,18,2308,2695971,3459,115095,68078
34,1734094376367,1734094560598,17,2168,2528836,3249,117556,65430
35,1734094376366,1734094560850,18,2212,2591203,3315,116677,66549
36,1734094376365,1734094560773,18,2266,2634071,3396,114464,68258
37,1734094376358,1734094560826,18,2246,2604594,3366,115819,67154
38,1734094376390,1734094560801,20,2498,2902118,3744,115098,68040
39,1734094376376,1734094560756,20,2472,2895995,3705,115118,67834
40,1734094376356,1734094560774,18,2304,2690076,3453,117186,65244
41,1734094376358,1734094560762,19,2438,2848367,3654,115728,67056
42,1734094376357,1734094560650,19,2390,2777624,3582,116787,66205
43,1734094376357,1734094560751,20,2472,2895995,3705,114476,68506
44,1734094376361,1734094560596,18,2222,2593561,3330,115300,66277
45,1734094376371,1734094560675,18,2288,2666494,3429,115098,68110
46,1734094376364,1734094560768,18,2214,2591674,3318,115625,66699
47,1734094376353,1734094560653,18,2302,2687128,3450,115712,67505
48,1734094376362,1734094560650,18,2284,2660600,3423,113949,68162
49,1734094376354,1734094560801,18,2238,2597326,3354,116225,66712
50,1734094376370,1734094560820,18,2248,2607542,3369,115061,67354
51,1734094376360,1734094560834,18,2290,2669441,3432,114434,67891
52,1734094376370,1734094560768,18,2304,2690076,3453,113392,68944
53,1734094376371,1734094560765,18,2262,2628176,3390,115580,67165
54,1734094376370,1734094560650,18,2268,2637019,3399,115486,67457
55,1734094376365,1734094560596,18,2252,2613437,3375,114996,67282
56,1734094376409,1734094560836,18,2244,2601646,3363,114565,67817
57,1734094376390,1734094560652,18,2292,2672389,3435,114859,68097
58,1734094376390,1734094560639,19,2396,2786467,3591,115367,67448
59,1734094376429,1734094560643,19,2384,2768781,3573,116658,66273
60,1734094376444,1734094560799,19,2406,2801206,3606,116012,66761
61,1734094376430,1734094560834,20,2486,2899295,3726,115109,67789
62,1734094376388,1734094560801,19,2424,2827733,3633,116232,66739
63,1734094376419,1734094560655,19,2426,2830680,3636,115460,67253
64,1734094376388,1734094560822,18,2290,2669441,3432,114201,68738
65,1734094376356,1734094560771,18,2240,2598265,3360,115798,67202
66,1734094376352,1734094560596,18,2228,2594974,3339,115623,66745
67,1734094376425,1734094560817,18,2276,2648810,3411,115494,67732
68,1734094376425,1734094560654,17,2198,2573052,3294,116608,65561
69,1734094376429,1734094560823,18,2250,2610489,3372,115233,67622
70,1734094376419,1734094560800,18,2274,2645862,3408,114970,68005
71,1734094376418,1734094560650,18,2244,2601646,3363,115106,67478
72,1734094376429,1734094560799,18,2246,2604594,3366,115838,66914
73,1734094376418,1734094560830,18,2258,2622281,3384,116088,66817
74,1734094376409,1734094560821,18,2262,2628176,3390,115717,67207
75,1734094376429,1734094560763,17,2168,2528836,3249,117033,65578
76,1734094376402,1734094560830,17,2182,2549470,3270,116942,65706
77,1734094376409,1734094560812,18,2240,2597796,3357,116051,66908
78,1734094376376,1734094560649,19,2416,2815943,3621,115950,67073
79,1734094376375,1734094560756,19,2468,2892578,3699,116110,66896
80,1734094376386,1734094560645,19,2376,2756990,3561,116636,66159
81,1734094376386,1734094560648,19,2464,2886685,3693,115220,67649
82,1734094376371,1734094560652,19,2470,2895524,3702,114892,67748
83,1734094376371,1734094560814,20,2522,2932968,3780,115536,67267
84,1734094376369,1734094560807,18,2316,2707761,3471,115269,67714
85,1734094376371,1734094560800,18,2268,2637019,3399,115113,67844
86,1734094376369,1734094560850,18,2290,2669441,3432,116085,66788
87,1734094376367,1734094560821,18,2270,2639967,3402,115708,67264
88,1734094376370,1734094560635,17,2156,2511151,3231,117371,65096
89,1734094376366,1734094560599,17,2202,2578946,3300,116522,66165
90,1734094376370,1734094560768,18,2328,2725448,3489,114358,68095
91,1734094376366,1734094560823,18,2262,2628176,3390,115722,67499
92,1734094376366,1734094560752,18,2254,2616385,3378,116493,66506
93,1734094376366,1734094560749,18,2320,2713657,3477,114674,68234
94,1734094376367,1734094560838,18,2248,2607542,3369,115919,67140
95,1734094376366,1734094560847,17,2184,2552418,3273,117010,65506
96,1734094376363,1734094560655,18,2252,2613437,3375,115491,67602
97,1734094376367,1734094560751,18,2278,2651757,3414,115323,67708
98,1734094376367,1734094560817,19,2422,2824785,3630,116425,66654
99,1734094376362,1734094560758,19,2418,2818890,3624,115656,67196
100,1734094376362,1734094560848,19,2396,2786467,3591,115931,66485
101,1734094376363,1734094560816,19,2404,2798258,3603,115609,66904
102,1734094376361,1734094560644,19,2422,2824785,3630,115269,67271
103,1734094376361,1734094560795,19,2458,2877844,3684,115480,67775
104,1734094376361,1734094560763,18,2324,2719553,3483,114324,68612
105,1734094376361,1734094560825,18,2284,2660600,3423,116242,66941
106,1734094376361,1734094560815,18,2316,2707761,3471,115031,67946
107,1734094376360,1734094560821,18,2212,2591203,3315,117337,65710
108,1734094376360,1734094560803,18,2238,2597326,3354,116067,67087
109,1734094376358,1734094560859,18,2262,2628176,3390,114981,67782
110,1734094376358,1734094560771,18,2240,2598265,3360,115707,67180
111,1734094376358,1734094560824,18,2294,2675337,3438,116087,67165
112,1734094376357,1734094560815,18,2278,2651757,3414,115592,67506
113,1734094376356,1734094560768,18,2308,2695971,3459,113911,68220
114,1734094376356,1734094560841,17,2190,2561261,3282,116306,66488
115,1734094376357,1734094560675,18,2290,2669441,3432,114679,67830
116,1734094376355,1734094560650,18,2290,2669441,3432,115007,68098
117,1734094376354,1734094560683,18,2250,2610489,3372,115022,67913
118,1734094376356,1734094560754,20,2506,2909386,3756,114639,68303
119,1734094376352,1734094560654,19,2416,2815943,3621,115370,67526
120,1734094376353,1734094560768,20,2482,2898353,3720,114566,68147
121,1734094376357,1734094560756,20,2500,2902588,3747,115200,67800
122,1734094376353,1734094560649,20,2520,2930020,3777,114750,68035
123,1734094376354,1734094560815,19,2386,2771729,3576,116141,67021
124,1734094376354,1734094560650,18,2256,2619333,3381,116012,66916
125,1734094376355,1734094560831,18,2308,2695971,3459,114285,68443
126,1734094376418,1734094560835,18,2308,2695971,3459,115204,67832
127,1734094376354,1734094560764,18,2232,2595915,3345,116976,66258
128,1734094376354,1734094560760,18,2240,2598265,3360,116015,66874
129,1734094376353,1734094560819,17,2196,2570104,3291,116467,66755
130,1734094376354,1734094560819,18,2256,2619333,3381,113859,68462
131,1734094376353,1734094560826,18,2278,2651757,3414,115315,67779
132,1734094376353,1734094560827,19,2342,2743599,3510,113726,69347
133,1734094376356,1734094560653,18,2218,2592618,3324,116449,66324
134,1734094376353,1734094560852,18,2254,2616385,3378,114913,67467
135,1734094376353,1734094560767,17,2194,2567157,3288,117000,65560
136,1734094376354,1734094560812,17,2174,2537680,3258,117031,65409
137,1734094376355,1734094560848,18,2252,2613437,3375,116448,66793
138,1734094376358,1734094560765,19,2392,2780572,3585,116071,66892
139,1734094376355,1734094560836,19,2460,2880791,3687,115453,67517
140,1734094376356,1734094560654,19,2462,2883738,3690,115233,67788
141,1734094376357,1734094560669,19,2388,2774677,3579,116257,66161
142,1734094376358,1734094560599,19,2454,2871949,3678,115328,67100
143,1734094376358,1734094560764,20,2472,2895995,3705,114868,68025
144,1734094376358,1734094560842,18,2312,2701866,3465,115516,67470
145,1734094376358,1734094560822,18,2260,2625228,3387,115433,66759
146,1734094376358,1734094560811,18,2274,2645862,3408,114893,67370
147,1734094376359,1734094560849,17,2206,2584839,3306,116410,66227
148,1734094376360,1734094560770,18,2256,2619333,3381,115519,67122
149,1734094376359,1734094560834,18,2266,2634071,3396,115293,67814
150,1734094376359,1734094560768,18,2234,2596385,3348,115060,67108
151,1734094376360,1734094560658,18,2296,2678284,3441,114941,68133
152,1734094376363,1734094560814,18,2288,2666494,3429,115868,67207
153,1734094376360,1734094560830,18,2306,2693023,3456,114456,68455
154,1734094376360,1734094560801,17,2184,2552418,3273,116321,66307
155,1734094376361,1734094560655,18,2230,2595445,3342,115085,67168
156,1734094376361,1734094560800,17,2186,2555365,3276,116071,66582
157,1734094376361,1734094560745,18,2236,2596855,3351,114803,67518
158,1734094376361,1734094560753,19,2400,2792363,3597,116548,66081
159,1734094376362,1734094560646,19,2444,2857210,3663,114852,67899
160,1734094376361,1734094560642,19,2404,2798258,3603,116168,66939
161,1734094376361,1734094560762,19,2368,2749722,3549,116877,65978
162,1734094376363,1734094560802,19,2368,2749722,3549,116345,66556
163,1734094376365,1734094560818,19,2458,2877844,3684,115786,67217
164,1734094376369,1734094560822,18,2226,2594503,3336,116223,66656
165,1734094376365,1734094560824,18,2328,2725448,3489,115101,67559
166,1734094376362,1734094560593,18,2262,2628176,3390,116221,66507
167,1734094376367,1734094560825,18,2266,2634071,3396,115239,67280
168,1734094376362,1734094560741,17,2206,2584839,3306,116343,66171
169,1734094376364,1734094560820,18,2290,2669441,3432,114917,67745
170,1734094376363,1734094560822,18,2212,2591203,3315,116754,65961
171,1734094376363,1734094560815,18,2336,2737235,3501,114086,68157
172,1734094376363,1734094560821,19,2350,2745486,3522,114034,68734
173,1734094376363,1734094560653,18,2310,2698918,3462,114539,68012
174,1734094376363,1734094560829,18,2222,2593561,3330,115945,67124
175,1734094376365,1734094560761,18,2268,2637019,3399,114947,67693
176,1734094376365,1734094560803,17,2174,2537680,3258,117309,65627
177,1734094376366,1734094560652,17,2184,2552418,3273,116487,65940
178,1734094376366,1734094560812,19,2384,2768781,3573,116631,66068
179,1734094376366,1734094560641,19,2392,2780572,3585,116534,65846
180,1734094376367,1734094560755,20,2482,2898353,3720,115295,67484
181,1734094376367,1734094560645,19,2374,2754042,3558,115941,66622
182,1734094376368,1734094560681,19,2414,2812996,3618,115827,67069
183,1734094376368,1734094560761,20,2504,2906438,3753,114669,68227
184,1734094376369,1734094560599,18,2298,2681232,3444,114201,68665
185,1734094376371,1734094560655,18,2280,2654705,3417,115219,67475
186,1734094376369,1734094560768,18,2270,2639967,3402,115806,67129
187,1734094376371,1734094560596,18,2270,2639967,3402,115298,67371
188,1734094376371,1734094560825,17,2196,2570104,3291,115576,66024
189,1734094376371,1734094560638,18,2240,2598265,3360,116124,66487
190,1734094376371,1734094560763,18,2314,2704814,3468,115188,67847
191,1734094376372,1734094560677,18,2228,2594974,3339,116187,66731
192,1734094376371,1734094560822,19,2352,2745957,3525,114069,69148
193,1734094376371,1734094560819,18,2244,2601646,3363,115953,67267
194,1734094376372,1734094560597,18,2228,2594974,3339,116007,67008
195,1734094376372,1734094560800,18,2246,2604594,3366,115656,66829
196,1734094376372,1734094560816,17,2178,2543575,3264,116981,65511
197,1734094376374,1734094560818,17,2158,2514098,3234,117367,65165
198,1734094376386,1734094560599,19,2426,2830680,3636,115703,67083
199,1734094376386,1734094560756,19,2422,2824785,3630,115997,66736
200,1734094376386,1734094560828,20,2514,2921177,3768,115762,67060
201,1734094376376,1734094560757,19,2396,2786467,3591,116080,66462
202,1734094376376,1734094560760,20,2506,2909386,3756,114688,67905
203,1734094376410,1734094560838,19,2418,2818890,3624,115769,67040
204,1734094376410,1734094560817,18,2340,2743128,3507,113459,68997
205,1734094376386,1734094560821,18,2292,2672389,3435,115129,67691
206,1734094376410,1734094560818,18,2292,2672389,3435,116069,67076
207,1734094376410,1734094560816,18,2238,2597326,3354,116499,66708
208,1734094376402,1734094560751,17,2188,2558313,3279,116644,65856
209,1734094376400,1734094560836,17,2172,2534732,3255,116441,66066
210,1734094376389,1734094560837,18,2228,2594974,3339,116158,66724
211,1734094376386,1734094560800,18,2326,2722500,3486,114167,68704
212,1734094376387,1734094560832,19,2350,2745486,3522,113509,69002
213,1734094376389,1734094560836,18,2218,2592618,3324,116796,65685
214,1734094376429,1734094560800,17,2182,2549470,3270,116611,65689
215,1734094376389,1734094560832,18,2286,2663547,3426,115432,67384
216,1734094376389,1734094560832,18,2274,2645862,3408,116090,66993
217,1734094376390,1734094560801,18,2238,2597326,3354,115983,66942
218,1734094376390,1734094560756,19,2410,2807101,3612,116097,66607
219,1734094376390,1734094560654,19,2358,2747370,3534,115785,66833
220,1734094376391,1734094560832,19,2448,2863105,3669,115842,66954
221,1734094376391,1734094560853,19,2404,2798258,3603,116794,65968
222,1734094376391,1734094560762,19,2456,2874896,3681,115910,67429
223,1734094376418,1734094560832,19,2394,2783520,3588,115928,66518
224,1734094376419,1734094560670,18,2300,2684180,3447,115350,67747
225,1734094376418,1734094560596,18,2300,2684180,3447,114533,67982
226,1734094376418,1734094560829,18,2216,2592146,3321,116155,66314
227,1734094376402,1734094560636,17,2174,2537680,3258,116769,65957
228,1734094376402,1734094560765,18,2286,2663547,3426,114985,68040
229,1734094376409,1734094560675,18,2290,2669441,3432,114983,67898
230,1734094376417,1734094560657,19,2360,2747841,3537,113704,68881
231,1734094376417,1734094560823,18,2310,2698918,3462,114214,68608
232,1734094376412,1734094560836,18,2326,2722500,3486,114050,68958
233,1734094376411,1734094560829,18,2304,2690076,3453,115186,67651
234,1734094376409,1734094560820,17,2160,2517045,3237,116646,65755
235,1734094376409,1734094560599,18,2322,2716605,3480,114284,68708
236,1734094376444,1734094560740,17,2178,2543575,3264,116897,65694
237,1734094376409,1734094560742,18,2214,2591674,3318,117065,65880
238,1734094376410,1734094560753,19,2422,2824785,3630,116377,66486
239,1734094376410,1734094560759,19,2386,2771729,3576,116117,66407
240,1734094376410,1734094560810,19,2406,2801206,3606,116394,66507
241,1734094376444,1734094560642,19,2404,2798258,3603,116534,66218
242,1734094376410,1734094560758,20,2472,2895995,3705,114683,68048
243,1734094376411,1734094560763,19,2396,2786467,3591,115636,66962
244,1734094376411,1734094560825,18,2228,2594974,3339,116163,66895
245,1734094376444,1734094560817,18,2332,2731342,3495,114349,68425
246,1734094376444,1734094560791,18,2262,2628176,3390,115186,67497
247,1734094376418,1734094560800,18,2286,2663547,3426,115366,67510
248,1734094376420,1734094560803,18,2278,2651757,3414,114587,67981
249,1734094376429,1734094560850,18,2232,2595915,3345,116705,66363
250,1734094376423,1734094560831,18,2320,2713657,3477,115224,67886
251,1734094376429,1734094560650,19,2344,2744070,3513,114611,68432
252,1734094376423,1734094560740,18,2334,2734289,3498,114243,68636
253,1734094376423,1734094560594,18,2234,2596385,3348,116480,66488
254,1734094376425,1734094560824,17,2162,2519993,3240,117542,64987
255,1734094376426,1734094560786,17,2206,2584839,3306,117079,65805
256,1734094376426,1734094560802,18,2240,2597796,3357,115596,67472
257,1734094376426,1734094560661,17,2190,2561261,3282,116081,66248
258,1734094376429,1734094560753,19,2376,2756990,3561,116169,66416
259,1734094376445,1734094560649,19,2470,2895524,3702,115674,67144
260,1734094376445,1734094560759,19,2450,2866053,3672,115177,67966
261,1734094376430,1734094560760,19,2388,2774677,3579,116895,66100
262,1734094376430,1734094560651,19,2458,2877844,3684,115709,67006
263,1734094376445,1734094560695,20,2512,2918229,3765,115297,67349
264,1734094376445,1734094560828,18,2222,2593561,3330,116303,66763
265,1734094376430,1734094560649,18,2310,2698918,3462,115040,67620
266,1734094376430,1734094560650,18,2224,2594033,3333,116495,66804
267,1734094376431,1734094560827,18,2292,2672389,3435,115069,67772
268,1734094376431,1734094560814,18,2246,2604594,3366,115678,67198
269,1734094376444,1734094560834,18,2214,2591674,3318,116465,66696
270,1734094376444,1734094560763,18,2240,2598265,3360,116030,66888
271,1734094376445,1734094560812,18,2268,2637019,3399,115389,67405
272,1734094376445,1734094560649,18,2330,2728395,3492,114372,68459
273,1734094376445,1734094560812,18,2248,2607542,3369,114987,67716
274,1734094376445,1734094560820,17,2182,2549470,3270,116924,65919
275,1734094376445,1734094560801,18,2258,2622281,3384,116038,66696
276,1734094376445,1734094560747,18,2226,2594503,3336,114646,67173
277,1734094376445,1734094560655,18,2240,2597796,3357,116197,66806
278,1734094376446,1734094560644,19,2440,2851314,3657,116003,66925
279,1734094376446,1734094560768,19,2448,2863105,3669,115152,67475
280,1734094376446,1734094560839,19,2362,2748311,3540,116325,66663
281,1734094376446,1734094560635,19,2370,2750192,3552,116621,65869
282,1734094376446,1734094560834,19,2430,2836576,3642,114735,68002
283,1734094376471,1734094560640,19,2444,2857210,3663,115515,67415
284,1734094376472,1734094560829,18,2226,2594503,3336,116589,66320
285,1734094376472,1734094560822,18,2252,2613437,3375,115605,67279
286,1734094376475,1734094560675,18,2334,2734289,3498,113806,68787
287,1734094376474,1734094560817,17,2172,2534732,3255,117041,65409
288,1734094376474,1734094560834,18,2300,2684180,3447,114066,68397
289,1734094376474,1734094560836,17,2208,2587786,3309,116406,66068
290,1734094376482,1734094560814,18,2250,2610489,3372,116202,66705
291,1734094376481,1734094560764,19,2352,2745957,3525,113886,68735
292,1734094376485,1734094560645,17,2202,2578946,3300,116276,65741
293,1734094376482,1734094560653,18,2248,2607542,3369,116280,66320
294,1734094376482,1734094560831,17,2178,2543575,3264,116530,66230
295,1734094376482,1734094560768,17,2172,2534732,3255,116778,65876
296,1734094376482,1734094560825,18,2238,2597326,3354,115497,67317
297,1734094376482,1734094560811,18,2236,2596855,3351,115557,67460
298,1734094376483,1734094560827,19,2388,2774677,3579,116279,66538
299,1734094376483,1734094560763,19,2366,2749251,3546,117233,65677
300,1734094376482,1734094560659,19,2412,2810049,3615,115581,66727
301,1734094376484,1734094560761,19,2408,2804153,3609,116326,66496
302,1734094376483,1734094560651,19,2458,2877844,3684,115563,67449
303,1734094376484,1734094560648,20,2506,2909386,3756,115106,67889
304,1734094376484,1734094560815,18,2310,2698918,3462,114087,68771
305,1734094376484,1734094560823,18,2306,2693023,3456,113598,68845
306,1734094376483,1734094560799,18,2308,2695971,3459,114945,67887
307,1734094376483,1734094560846,18,2284,2660600,3423,115300,67642
308,1734094376484,1734094560829,18,2282,2657653,3420,114907,67832
309,1734094376484,1734094560839,18,2214,2591674,3318,116291,66250
310,1734094376484,1734094560773,18,2296,2678284,3441,115078,67822
311,1734094376484,1734094560635,18,2236,2596855,3351,115607,67067
312,1734094376484,1734094560655,18,2308,2695971,3459,114303,67872
313,1734094376484,1734094560760,18,2298,2681232,3444,115285,67379
314,1734094376484,1734094560773,18,2252,2613437,3375,114827,67538
315,1734094376485,1734094560635,18,2280,2654705,3417,115319,67249
316,1734094376485,1734094560826,18,2274,2645862,3408,115656,67110
317,1734094376485,1734094560641,18,2258,2622281,3384,114686,68325
318,1734094376485,1734094560658,19,2466,2889631,3696,115515,67623
319,1734094376485,1734094560753,19,2408,2804153,3609,116307,66389
320,1734094376485,1734094560765,19,2450,2866053,3672,116206,66615
321,1734094376485,1734094560761,20,2480,2897882,3717,115036,67598
322,1734094376486,1734094560762,19,2396,2786467,3591,116244,66493
323,1734094376486,1734094560638,19,2402,2795311,3600,114976,67693
324,1734094376485,1734094560829,18,2320,2713657,3477,114453,68811
325,1734094376486,1734094560820,18,2222,2593561,3330,115651,67080
326,1734094376486,1734094560650,18,2250,2610489,3372,115672,67219
327,1734094376487,1734094560835,18,2278,2651757,3414,115274,67923
328,1734094376487,1734094560820,17,2210,2590732,3312,116265,66687
329,1734094376487,1734094560868,18,2214,2591674,3318,116860,65842
330,1734094376488,1734094560814,18,2332,2731342,3495,113991,68681
331,1734094376488,1734094560819,18,2284,2660600,3423,115256,67854
332,1734094376488,1734094560831,18,2336,2737235,3501,113835,68764
333,1734094376488,1734094560593,18,2326,2722500,3486,114655,68049
334,1734094376489,1734094560741,18,2250,2610489,3372,115146,67538
335,1734094376489,1734094560824,17,2192,2564209,3285,115673,66647
336,1734094376490,1734094560801,18,2252,2613437,3375,115764,66972
337,1734094376490,1734094560791,18,2262,2628176,3390,115636,67406
338,1734094376490,1734094560761,19,2376,2756990,3561,116501,65976
339,1734094376490,1734094560758,19,2374,2754042,3558,116680,66066
340,1734094376491,1734094560751,20,2482,2898353,3720,114932,68152
341,1734094376491,1734094560759,20,2486,2899295,3726,114403,68255
342,1734094376491,1734094560832,20,2480,2897882,3717,114793,67854
343,1734094376491,1734094560754,19,2414,2812996,3618,115432,67238
344,1734094376493,1734094560814,18,2308,2695971,3459,115533,67322
345,1734094376493,1734094560841,18,2244,2601646,3363,115278,67119
346,1734094376493,1734094560834,18,2212,2591203,3315,115257,66553
347,1734094376494,1734094560746,18,2248,2607542,3369,116423,66511
348,1734094376498,1734094560794,17,2186,2555365,3276,116876,65756
349,1734094376500,1734094560823,18,2272,2642915,3405,115012,68150
350,1734094376523,1734094560799,18,2316,2707761,3471,113871,68674
351,1734094376523,1734094560870,18,2268,2637019,3399,114750,68235
352,1734094376524,1734094560815,18,2244,2601646,3363,115832,67468
353,1734094376523,1734094560669,18,2276,2648810,3411,114544,68141
354,1734094376524,1734094560841,18,2286,2663547,3426,115615,67427
355,1734094376524,1734094560647,18,2262,2628176,3390,115882,66903
356,1734094376524,1734094560598,17,2196,2570104,3291,116809,65754
357,1734094376524,1734094560652,17,2192,2564209,3285,116074,66783
358,1734094376524,1734094560755,19,2402,2795311,3600,115875,66740
359,1734094376524,1734094560758,19,2414,2812996,3618,116535,66332
360,1734094376524,1734094560762,19,2452,2869001,3675,115366,67217
361,1734094376524,1734094560754,19,2456,2874896,3681,115497,67158
362,1734094376524,1734094560597,20,2474,2896466,3708,115394,67701
363,1734094376524,1734094560755,20,2482,2898353,3720,115392,67571
364,1734094376524,1734094560825,18,2274,2645862,3408,114676,67949
365,1734094376525,1734094560793,17,2198,2573052,3294,116765,65381
366,1734094376524,1734094560771,18,2240,2598265,3360,115863,66686
367,1734094376525,1734094560794,18,2286,2663547,3426,115788,67002
368,1734094376525,1734094560650,18,2282,2657653,3420,114959,68367
369,1734094376525,1734094560770,17,2160,2517045,3237,116932,65543
370,1734094376532,1734094560650,18,2264,2631124,3393,116330,66526
371,1734094376525,1734094560824,18,2232,2595915,3345,115929,66780
372,1734094376534,1734094560767,18,2280,2654705,3417,115544,67065
373,1734094376534,1734094560826,18,2262,2628176,3390,114670,68169
374,1734094376533,1734094560599,18,2260,2625228,3387,115286,67464
375,1734094376531,1734094560594,18,2270,2639967,3402,116155,66761
376,1734094376536,1734094560803,17,2192,2564209,3285,116483,66097
377,1734094376533,1734094560834,18,2240,2597796,3357,115312,67486
378,1734094376534,1734094560670,19,2426,2830680,3636,116217,66589
379,1734094376533,1734094560598,19,2442,2854262,3660,114810,67617
380,1734094376534,1734094560802,19,2376,2756990,3561,116777,66013
381,1734094376533,1734094560695,19,2410,2807101,3612,116526,66432
382,1734094376533,1734094560823,19,2450,2866053,3672,116128,66706
383,1734094376533,1734094560748,19,2418,2818890,3624,115675,67009
384,1734094376536,1734094560832,18,2312,2701866,3465,113526,69067
385,1734094376536,1734094560838,18,2214,2591674,3318,116396,65800
386,1734094376536,1734094560815,18,2250,2610489,3372,115325,67332
387,1734094376535,1734094560829,17,2206,2584839,3306,115707,65698
388,1734094376536,1734094560767,17,2200,2575999,3297,115922,66415
389,1734094376536,1734094560636,17,2176,2540627,3261,116349,65593
390,1734094376536,1734094560670,18,2232,2595915,3345,116044,66963
391,1734094376536,1734094560814,18,2238,2597326,3354,115454,67143
392,1734094376536,1734094560768,18,2284,2660600,3423,115318,67312
393,1734094376536,1734094560855,18,2276,2648810,3411,114975,67854
394,1734094376537,1734094560803,17,2186,2555365,3276,116861,65875
395,1734094376538,1734094560650,17,2176,2540627,3261,116418,65797
396,1734094376537,1734094560837,18,2238,2597326,3354,115432,67182
397,1734094376538,1734094560598,17,2168,2528836,3249,117012,65514
398,1734094376538,1734094560764,19,2358,2747370,3534,116623,65641
399,1734094376538,1734094560767,20,2472,2895995,3705,115169,67808
400,1734094376538,1734094560646,19,2376,2756990,3561,116710,65813
401,1734094376538,1734094560646,19,2398,2789415,3594,116403,66189
402,1734094376538,1734094560759,18,2322,2716605,3480,116968,65607
403,1734094376538,1734094560645,19,2358,2747370,3534,115817,66309
404,1734094376539,1734094560822,18,2244,2601646,3363,116439,66807
405,1734094376539,1734094560768,18,2236,2596855,3351,115237,67364
406,1734094376539,1734094560759,18,2294,2675337,3438,115076,67700
407,1734094376539,1734094560652,18,2220,2593090,3327,116840,66116
408,1734094376539,1734094560822,18,2250,2610489,3372,114978,67807
409,1734094376540,1734094560832,18,2264,2631124,3393,115677,67409
410,1734094376539,1734094560657,18,2300,2684180,3447,114586,68235
411,1734094376539,1734094560807,18,2286,2663547,3426,114377,68098
412,1734094376541,1734094560853,18,2244,2601646,3363,115545,66985
413,1734094376540,1734094560809,18,2302,2687128,3450,114366,68328
414,1734094376542,1734094560655,17,2192,2564209,3285,116659,66085
415,1734094376540,1734094560675,18,2214,2591674,3318,116360,66320
416,1734094376541,1734094560593,18,2280,2654705,3417,114677,67594
417,1734094376539,1734094560800,18,2250,2610489,3372,115823,67076
418,1734094376542,1734094560799,19,2440,2851314,3657,116138,66850
419,1734094376541,1734094560643,19,2454,2871949,3678,115103,67450
420,1734094376540,1734094560643,19,2420,2821837,3627,115631,67259
421,1734094376541,1734094560753,19,2470,2895524,3702,115404,67372
422,1734094376540,1734094560635,19,2404,2798258,3603,116171,66277
423,1734094376540,1734094560753,19,2430,2836576,3642,115347,67147
424,1734094376540,1734094560658,18,2262,2628176,3390,115575,67137
425,1734094376540,1734094560817,18,2290,2669441,3432,115617,67216
426,1734094376541,1734094560798,18,2294,2675337,3438,114044,68357
427,1734094376541,1734094560651,17,2188,2558313,3279,117300,65339
428,1734094376540,1734094560824,18,2234,2596385,3348,114921,66861
429,1734094376541,1734094560834,18,2286,2663547,3426,115952,66960
430,1734094376548,1734094560829,18,2274,2645862,3408,115244,67752
431,1734094376541,1734094560655,18,2286,2663547,3426,114989,67899
432,1734094376540,1734094560814,18,2300,2684180,3447,115090,67576
433,1734094376548,1734094560745,18,2216,2592146,3321,116610,65896
