muleID,startTime,endTime,numberOfRuns,filesRead,dataVolume,documentCalls,loadDuration,getResultDuration
31,1734092636044,1734092816203,125,24688,3555072,37030,115950,64109
32,1734092636038,1734092816194,123,24324,3502656,36483,116258,63860
33,1734092636054,1734092816194,123,24180,3481920,36267,116551,63534
34,1734092636056,1734092816200,123,24204,3485376,36303,116414,63643
35,1734092636052,1734092816196,123,24240,3490560,36357,116228,63827
36,1734092636050,1734092816211,110,21774,3135456,32658,121876,58180
37,1734092636049,1734092816211,110,21766,3134304,32649,121334,58690
38,1734092636041,1734092816214,110,21706,3125664,32559,122116,57940
39,1734092636055,1734092816195,110,21766,3134304,32646,121957,58106
40,1734092636041,1734092816195,111,21826,3142944,32736,121568,58517
41,1734092636042,1734092816196,111,21844,3145536,32766,121513,58545
42,1734092636039,1734092816198,125,24726,3560544,37086,115615,64503
43,1734092636039,1734092816200,125,24740,3562560,37107,115533,64577
44,1734092636041,1734092816198,125,24558,3536352,36834,116133,63922
45,1734092636041,1734092816214,122,24138,3475872,36207,116627,63439
46,1734092636041,1734092816196,123,24250,3492000,36372,116597,63517
47,1734092636053,1734092816225,123,24280,3496320,36417,116351,63736
48,1734092636050,1734092816196,125,24592,3541248,36885,116247,63815
49,1734092636041,1734092816200,125,24662,3551328,36990,116051,64029
50,1734092636041,1734092816226,125,24574,3538656,36858,116115,63981
51,1734092636042,1734092816199,125,24678,3553632,37014,115986,64048
52,1734092636042,1734092816202,123,24190,3483360,36282,116646,63449
53,1734092636049,1734092816206,123,24180,3481920,36267,116562,63526
54,1734092636043,1734092816207,123,24212,3486528,36315,116401,63686
55,1734092636042,1734092816197,122,24154,3478176,36228,116433,63650
56,1734092636040,1734092816214,111,21962,3162528,32940,121238,58864
57,1734092636041,1734092816199,111,21814,3141216,32721,121701,58354
58,1734092636047,1734092816209,110,21758,3133152,32636,121990,58034
59,1734092636056,1734092816223,111,21906,3154464,32856,121259,58770
60,1734092636050,1734092816194,111,21806,3140064,32706,121653,58408
61,1734092636056,1734092816216,111,21816,3141504,32721,121881,58161
62,1734092636050,1734092816197,125,24582,3539808,36870,115951,64088
63,1734092636042,1734092816197,125,24604,3542976,36903,115885,64182
64,1734092636054,1734092816217,125,24582,3539808,36870,116268,63768
65,1734092636043,1734092816216,123,24228,3488832,36339,116399,63698
66,1734092636044,1734092816197,123,24242,3490848,36360,116470,63613
67,1734092636043,1734092816195,123,24208,3485952,36309,116813,63272
68,1734092636038,1734092816201,125,24602,3542688,36900,115869,64224
69,1734092636052,1734092816198,125,24666,3551904,36996,115723,64320
70,1734092636056,1734092816197,125,24742,3562848,37110,115683,64372
71,1734092636049,1734092816196,125,24608,3543552,36909,115931,64155
72,1734092636043,1734092816230,123,24162,3479328,36240,116662,63426
73,1734092636049,1734092816200,123,24244,3491136,36363,116623,63462
74,1734092636050,1734092816199,123,24244,3491136,36363,116243,63841
75,1734092636038,1734092816214,123,24324,3502656,36483,116567,63526
76,1734092636053,1734092816217,110,21780,3136320,32667,121997,58049
77,1734092636044,1734092816204,111,21880,3150720,32817,121620,58433
78,1734092636050,1734092816216,110,21768,3134592,32649,121924,58130
79,1734092636041,1734092816201,111,21882,3151008,32820,121340,58727
80,1734092636054,1734092816223,110,21778,3136032,32664,121989,58074
81,1734092636052,1734092816211,111,21788,3137472,32679,121537,58497
82,1734092636053,1734092816219,125,24690,3555360,37032,115687,64401
83,1734092636047,1734092816195,125,24624,3545856,36933,116156,63927
84,1734092636058,1734092816217,125,24702,3557088,37050,115893,64149
85,1734092636052,1734092816195,123,24240,3490560,36360,116413,63613
86,1734092636039,1734092816200,123,24270,3494880,36402,116468,63649
87,1734092636039,1734092816219,122,24126,3474144,36186,116821,63291
88,1734092636051,1734092816195,125,24664,3551616,36993,115657,64396
89,1734092636041,1734092816201,125,24722,3559968,37080,115313,64771
90,1734092636052,1734092816196,125,24586,3540384,36876,115940,64115
91,1734092636040,1734092816214,125,24692,3555648,37035,115868,64232
92,1734092636041,1734092816200,122,24120,3473280,36177,116618,63474
93,1734092636053,1734092816217,123,24178,3481632,36264,116593,63457
94,1734092636054,1734092816206,122,24116,3472704,36171,116997,63090
95,1734092636054,1734092816195,123,24170,3480480,36252,116577,63479
96,1734092636050,1734092816216,111,21876,3150144,32811,121388,58671
97,1734092636056,1734092816210,111,21814,3141216,32718,121460,58596
98,1734092636058,1734092816224,110,21780,3136320,32667,121517,58542
99,1734092636057,1734092816208,111,21882,3151008,32820,121707,58356
